lon lat cmedv crim zn indus chas nox rm age dis rad tax ptratio b lstat
-71.0460 42.1867 13.4 11.16040   0.0 18.10 0 0.7400 6.629  94.6  2.1247 24 666 20.2 109.85 23.27
-71.0455 42.1893  9.6 14.42080   0.0 18.10 0 0.7400 6.461  93.3  2.0026 24 666 20.2  27.49 18.05
-71.0445 42.1917  8.2 15.17720   0.0 18.10 0 0.7400 6.152 100.0  1.9142 24 666 20.2   9.32 26.45
-71.0445 42.1938  8.4 13.67810   0.0 18.10 0 0.7400 5.935  87.9  1.8206 24 666 20.2  68.95 34.02
-71.0370 42.1940 12.8  9.39063   0.0 18.10 0 0.7400 5.627  93.9  1.8172 24 666 20.2 396.90 22.88
-71.0321 42.1925 10.5 22.05110   0.0 18.10 0 0.7400 5.818  92.4  1.8662 24 666 20.2 391.45 22.11
-71.0345 42.1850 17.1  9.72418   0.0 18.10 0 0.7400 6.406  97.2  2.0651 24 666 20.2 385.96 19.52
-71.0340 42.1890 14.8  5.66637   0.0 18.10 0 0.7400 6.219 100.0  2.0048 24 666 20.2 395.69 16.59
-71.0378 42.1892 15.4  9.96654   0.0 18.10 0 0.7400 6.485 100.0  1.9784 24 666 20.2 386.73 18.85
-71.0405 42.1920 10.8 12.80230   0.0 18.10 0 0.7400 5.854  96.6  1.8956 24 666 20.2 240.52 23.79
-71.0425 42.1890 11.8 10.67180   0.0 18.10 0 0.7400 6.459  94.8  1.9879 24 666 20.2  43.06 23.98
-71.0390 42.1868 14.9  6.28807   0.0 18.10 0 0.7400 6.341  96.4  2.0720 24 666 20.2 318.01 17.79
-71.0370 42.1840 12.6  9.92485   0.0 18.10 0 0.7400 6.251  96.6  2.1980 24 666 20.2 388.52 16.44
-71.0400 42.1820 14.1  9.32909   0.0 18.10 0 0.7130 6.185  98.7  2.2616 24 666 20.2 396.90 18.13
-71.0428 42.1845 13.0  7.52601   0.0 18.10 0 0.7130 6.417  98.3  2.1850 24 666 20.2 304.21 19.31
-71.0460 42.1810 13.4  6.71772   0.0 18.10 0 0.7130 6.749  92.6  2.3236 24 666 20.2   0.32 17.44
-71.0410 42.1795 15.2  5.44114   0.0 18.10 0 0.7130 6.655  98.2  2.3552 24 666 20.2 355.29 17.73
-71.0340 42.1790 16.1  5.09017   0.0 18.10 0 0.7130 6.297  91.8  2.3682 24 666 20.2 385.09 17.27
-71.0400 42.1770 17.8  8.24809   0.0 18.10 0 0.7130 7.393  99.3  2.4527 24 666 20.2 375.87 16.74
-71.0455 42.1768 14.4  9.51363   0.0 18.10 0 0.7130 6.728  94.1  2.4961 24 666 20.2   6.68 18.71
-71.0510 42.1780 14.1  4.75237   0.0 18.10 0 0.7130 6.525  86.5  2.4358 24 666 20.2  50.92 18.13
-71.0517 42.1735 12.7  4.66883   0.0 18.10 0 0.7130 5.976  87.9  2.5806 24 666 20.2  10.48 19.01
-71.0515 42.1700 13.5  8.20058   0.0 18.10 0 0.7130 5.936  80.3  2.7792 24 666 20.2   3.50 16.94
-71.0475 42.1690 14.9  7.75223   0.0 18.10 0 0.7130 6.301  83.7  2.7831 24 666 20.2 272.21 16.23
-71.0430 42.1690 20.0  6.80117   0.0 18.10 0 0.7130 6.081  84.4  2.7175 24 666 20.2 396.90 14.70
-71.0430 42.1728 16.4  4.81213   0.0 18.10 0 0.7130 6.701  90.0  2.5975 24 666 20.2 255.23 16.42
-71.0350 42.1745 17.7  3.69311   0.0 18.10 0 0.7130 6.376  88.4  2.5671 24 666 20.2 391.43 14.65
-71.0310 42.1695 19.5  6.65492   0.0 18.10 0 0.7130 6.317  83.0  2.7344 24 666 20.2 396.90 13.99
-71.0358 42.1675 20.2  5.82115   0.0 18.10 0 0.7130 6.513  89.9  2.8016 24 666 20.2 393.82 10.29
-71.0450 42.1640 21.4  7.83932   0.0 18.10 0 0.6550 6.209  65.4  2.9634 24 666 20.2 396.90 13.22
-71.0550 42.1650 19.9  3.16360   0.0 18.10 0 0.6550 5.759  48.2  3.0665 24 666 20.2 334.40 14.13
-71.0550 42.1685 19.0  3.77498   0.0 18.10 0 0.6550 5.952  84.7  2.8715 24 666 20.2  22.01 17.15
-71.0660 42.1780 19.1  4.42228   0.0 18.10 0 0.5840 6.003  94.5  2.5403 24 666 20.2 331.29 21.32
-71.0700 42.1680 19.1 15.57570   0.0 18.10 0 0.5800 5.926  71.0  2.9084 24 666 20.2 368.74 18.13
-71.0690 42.1725 20.1 13.07510   0.0 18.10 0 0.5800 5.713  56.7  2.8237 24 666 20.2 396.90 14.76
-71.0740 42.1680 19.9  4.34879   0.0 18.10 0 0.5800 6.167  84.0  3.0334 24 666 20.2 396.90 16.29
-71.0825 42.1698 19.6  4.03841   0.0 18.10 0 0.5320 6.229  90.7  3.0993 24 666 20.2 395.33 12.87
-71.0833 42.1750 23.2  3.56868   0.0 18.10 0 0.5800 6.437  75.0  2.8965 24 666 20.2 393.37 14.36
-71.0732 42.1840 29.8  4.64689   0.0 18.10 0 0.6140 6.980  67.6  2.5329 24 666 20.2 374.68 11.66
-71.0550 42.1830 13.8  8.05579   0.0 18.10 0 0.5840 5.427  95.4  2.4298 24 666 20.2 352.58 18.14
-71.0511 42.1879 13.3  6.39312   0.0 18.10 0 0.5840 6.162  97.4  2.2060 24 666 20.2 302.76 24.10
-71.0565 42.1880 16.7  4.87141   0.0 18.10 0 0.6140 6.484  93.6  2.3053 24 666 20.2 396.21 18.68
-71.0528 42.1920 12.0 15.02340   0.0 18.10 0 0.6140 5.304  97.3  2.1007 24 666 20.2 349.48 24.91
-71.0558 42.1913 14.6 10.23300   0.0 18.10 0 0.6140 6.185  96.7  2.1705 24 666 20.2 379.70 18.03
-71.0670 42.1945 21.4 14.33370   0.0 18.10 0 0.6140 6.229  88.0  1.9512 24 666 20.2 383.32 13.11
-71.1008 42.1740 23.0  5.82401   0.0 18.10 0 0.5320 6.242  64.7  3.4242 24 666 20.2 396.90 10.74
-71.0950 42.1730 23.7  5.70818   0.0 18.10 0 0.5320 6.750  74.9  3.3317 24 666 20.2 393.07  7.74
-71.0900 42.1665 25.0  5.73116   0.0 18.10 0 0.5320 7.061  77.0  3.4106 24 666 20.2 395.28  7.01
-71.0975 42.1608 21.8  2.81838   0.0 18.10 0 0.5320 5.762  40.3  4.0983 24 666 20.2 392.92 10.42
-71.0804 42.1540 20.6  2.37857   0.0 18.10 0 0.5830 5.871  41.9  3.7240 24 666 20.2 370.73 13.34
-71.0750 42.1455 21.2  3.67367   0.0 18.10 0 0.5830 6.312  51.9  3.9917 24 666 20.2 388.62 10.58
-71.0715 42.1550 19.1  5.69175   0.0 18.10 0 0.5830 6.114  79.8  3.5459 24 666 20.2 392.68 14.98
-71.0650 42.1610 20.6  4.83567   0.0 18.10 0 0.5830 5.905  53.2  3.1523 24 666 20.2 388.22 11.45
-71.0189 42.2344 15.2  0.15086   0.0 27.74 0 0.6090 5.454  92.7  1.8209  4 711 20.1 395.09 18.06
-71.0228 42.2335  7.0  0.18337   0.0 27.74 0 0.6090 5.414  98.3  1.7554  4 711 20.1 344.05 23.97
-71.0245 42.2368  8.1  0.20746   0.0 27.74 0 0.6090 5.093  98.0  1.8226  4 711 20.1 318.43 29.68
-71.0160 42.2382 13.6  0.10574   0.0 27.74 0 0.6090 5.983  98.8  1.8681  4 711 20.1 390.11 18.07
-71.0297 42.2447 20.1  0.11132   0.0 27.74 0 0.6090 5.983  83.5  2.1099  4 711 20.1 396.90 13.35
-71.0125 42.2462 21.8  0.17331   0.0  9.69 0 0.5850 5.707  54.0  2.3817  6 391 19.2 396.90 12.01
-71.0125 42.2500 24.5  0.27957   0.0  9.69 0 0.5850 5.926  42.6  2.3817  6 391 19.2 396.90 13.59
-71.0105 42.2547 23.1  0.17899   0.0  9.69 0 0.5850 5.670  28.8  2.7986  6 391 19.2 393.29 17.60
-71.0010 42.2525 19.7  0.28960   0.0  9.69 0 0.5850 5.390  72.9  2.7986  6 391 19.2 396.90 21.14
-70.9947 42.2496 18.3  0.26838   0.0  9.69 0 0.5850 5.794  70.6  2.8927  6 391 19.2 396.90 14.10
-71.0050 42.2455 21.2  0.23912   0.0  9.69 0 0.5850 6.019  65.3  2.4091  6 391 19.2 396.90 12.92
-70.9985 42.2430 17.5  0.17783   0.0  9.69 0 0.5850 5.569  73.5  2.3999  6 391 19.2 395.77 15.10
-70.9920 42.2380 16.8  0.22438   0.0  9.69 0 0.5850 6.027  79.7  2.4982  6 391 19.2 396.90 14.33
-70.9860 42.2312 22.4  0.06263   0.0 11.93 0 0.5730 6.593  69.1  2.4786  1 273 21.0 391.99  9.67
-70.9910 42.2275 20.6  0.04527   0.0 11.93 0 0.5730 6.120  76.7  2.2875  1 273 21.0 396.90  9.08
-70.9948 42.2260 23.9  0.06076   0.0 11.93 0 0.5730 6.976  91.0  2.1675  1 273 21.0 396.90  5.64
-70.9875 42.2240 22.0  0.10959   0.0 11.93 0 0.5730 6.794  89.3  2.3889  1 273 21.0 393.45  6.48
-70.9825 42.2210 19.0  0.04741   0.0 11.93 0 0.5730 6.030  80.8  2.5050  1 273 21.0 396.90  7.88
